,att_main_0,att_main_1,att_main_2,att_main_3,att_main_4,att_main_5,att_main_6,att_main_7,att_main_8,att_main_9,att_main_10,att_main_11,att_main_12,att_main_13,att_main_14,att_main_15,att_build_0,att_build_1,att_build_2,att_build_3,att_equipment_0,att_equipment_1,att_equipment_2,att_equipment_3,att_equipment_4,att_location_0,att_location_1,att_location_2,att_location_3,att_location_4,att_location_5,att_location_6,att_location_7,att_location_8,price
39675701," 90 m² construidos, 85 m² útiles ", 3 habitaciones , 2 baños , Segunda mano/buen estado , Orientación sur , Construido en 2000 , Certificación energética:  (IPE no indicado) ,,,,,,,,,, Planta 1ª exterior , Con ascensor ,,,,,,,,, Distrito Getafe norte , Getafe ," Zona sur, Madrid ",,,,,,190.000
39602108," 69 m² construidos, 60 m² útiles ", 2 habitaciones , 1 baño , Terraza , Segunda mano/buen estado ," Orientación norte, oeste ", Construido en 1971 , Certificación energética: en trámite ,,,,,,,,, Planta 1ª exterior , Sin ascensor ,,,,,,,,Calle parla, Distrito La Alhóndiga , Getafe ," Zona sur, Madrid ",,,,,,156.000
39662625, 90 m² construidos , 3 habitaciones , 2 baños , Terraza , Segunda mano/buen estado , Certificación energética: no indicado ,,,,,,,,,,, Planta 2ª exterior , Sin ascensor ,,,,,,,, ALVARO DE BAZAN, Distrito Getafe Centro , Getafe ," Zona sur, Madrid ",,,,,,155.000
39668760, 61 m² construidos , 2 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Planta 5ª ,,,,,,,,,, Distrito La Alhóndiga , Getafe ," Zona sur, Madrid ",,,,,,79.900
39662246," 120 m² construidos, 100 m² útiles ", 3 habitaciones , 2 baños , Terraza , Balcón , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Certificación energética: en trámite , Acceso adaptado a personas con movilidad reducida ,,,,,, Planta 2ª exterior , Con ascensor ,,, Aire acondicionado , Jardín ,,,,Calle uruguay, Distrito El Bercial , Getafe ," Zona sur, Madrid ",,,,,,325.000
39658579," 69 m² construidos, 60 m² útiles ", 1 habitación , 1 baño , Segunda mano/buen estado , Armarios empotrados , Trastero ," Orientación sur, este ", Construido en 2004 , Certificación energética: no indicado ,,,,,,,, Bajo exterior , Con ascensor ,,,,,,,, General Castaños, Distrito Getafe Centro , Getafe ," Zona sur, Madrid ",,,,,,132.000
39385807," 67 m² construidos, 56 m² útiles ", 3 habitaciones , 1 baño , Segunda mano/para reformar , Certificación energética:  (IPE no indicado) ,,,,,,,,,,,, Planta 4ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,Calle córdoba, Distrito Juan de la Cierva , Getafe ," Zona sur, Madrid ",,,,,,90.000
39662418, 61 m² construidos , 2 habitaciones , 1 baño , Segunda mano/buen estado , Certificación energética: en trámite ,,,,,,,,,,,, Planta 5ª exterior , Sin ascensor ,,,,,,,, perdiz, Distrito La Alhóndiga , Getafe ," Zona sur, Madrid ",,,,,,79.900
33144155, 90 m² construidos , 3 habitaciones , 2 baños , Certificación energética:  (IPE no indicado) ,,,,,,,,,,,,, Planta 2ª , Con ascensor ,,,,,,,,"Camino viejo de pinto, 21", Urb. 43917-0001 , Distrito Juan de la Cierva , Getafe ," Zona sur, Madrid ",,,,,118.500
39653938," 110 m² construidos, 91 m² útiles ", 3 habitaciones , 2 baños , Terraza , Plaza de garaje incluida en el precio , Segunda mano/buen estado , Armarios empotrados , Trastero , Orientación oeste , Certificación energética:  (IPE no indicado) ,,,,,,, Planta 3ª exterior , Con ascensor ,,, Piscina , Jardín ,,,,"Avenida Caballero de la Triste Figura, 6", Distrito Los Molinos , Getafe ," Zona sur, Madrid ",,,,,,205.000
39653025, 105 m² construidos , 3 habitaciones , 1 baño , Segunda mano/buen estado , Armarios empotrados , Certificación energética: en trámite ,,,,,,,,,,, Planta 2ª exterior , Con ascensor ,,,,,,,,, Distrito Getafe Centro , Getafe ," Zona sur, Madrid ",,,,,,145.000
39659201, 91 m² construidos , 4 habitaciones , 2 baños , Segunda mano/buen estado , Construido en 2006 , Certificación energética:  (IPE no indicado) ,,,,,,,,,,, Planta 2ª ,,,,,,,,,, Distrito Getafe norte , Getafe ," Zona sur, Madrid ",,,,,,230.100
33214438, 100 m² construidos , 3 habitaciones , 1 baño , Terraza , Segunda mano/buen estado , Armarios empotrados , Orientación sur , Certificación energética:  (IPE no indicado) ,,,,,,,,, Planta 3ª exterior , Sin ascensor ,,, Aire acondicionado ,,,,,"Calle valencia, 9", Distrito Juan de la Cierva , Getafe ," Zona sur, Madrid ",,,,,,157.000
